coluna;coef_confianca;probabilidade_err;tamanho_array;algoritmo;lim_inferior;media;lim_superior;std_error;h;std_dev
percentual_maior_array;0.9;0.01;10000;merge;0.6999;0.7417;0.7835;0.0319;0.0418;0.1749
percentual_maior_array;0.9;0.01;10000;quick;0.8642;0.9007;0.9372;0.0279;0.0365;0.1527
percentual_maior_array;0.9;0.01;10000;insertion;0.3454;0.3557;0.3660;0.0079;0.0103;0.0435
percentual_maior_array;0.9;0.02;100;bubble;45.5949;49.5667;53.5385;3.0319;3.9718;16.6064
percentual_maior_array;0.9;0.02;100;merge;23.0656;24.8333;26.6010;1.3494;1.7677;7.3910
percentual_maior_array;0.9;0.02;100;quick;19.6352;20.6333;21.6314;0.7619;0.9981;4.1728
percentual_maior_array;0.9;0.02;100;insertion;16.8590;18.0000;19.1410;0.8710;1.1410;4.7706
percentual_maior_array;0.9;0.02;1000;bubble;13.6906;14.6567;15.6228;0.7375;0.9661;4.0394
percentual_maior_array;0.9;0.02;1000;merge;3.7295;3.9133;4.0971;0.1403;0.1838;0.7687
percentual_maior_array;0.9;0.02;1000;quick;4.0430;4.2167;4.3904;0.1326;0.1737;0.7264
percentual_maior_array;0.9;0.02;1000;insertion;2.0560;2.1333;2.2106;0.0590;0.0773;0.3231
percentual_maior_array;0.9;0.02;10000;bubble;3.1126;3.4020;3.6914;0.2209;0.2894;1.2098
percentual_maior_array;0.9;0.02;10000;merge;0.3764;0.3933;0.4102;0.0129;0.0169;0.0708
percentual_maior_array;0.9;0.02;10000;quick;0.5308;0.5477;0.5646;0.0129;0.0169;0.0707
percentual_maior_array;0.9;0.02;10000;insertion;0.2561;0.2627;0.2693;0.0050;0.0066;0.0272
percentual_maior_array;0.9;0.05;100;bubble;25.0034;26.3333;27.6632;1.0152;1.3299;5.5605
percentual_maior_array;0.9;0.05;100;merge;12.7490;13.2667;13.7844;0.3952;0.5177;2.1645
percentual_maior_array;0.9;0.05;100;quick;16.9198;17.8000;18.6802;0.6719;0.8802;3.6803
percentual_maior_array;0.9;0.05;100;insertion;10.0576;10.5667;11.0758;0.3886;0.5091;2.1284
percentual_maior_array;0.9;0.05;1000;bubble;7.3022;7.7700;8.2378;0.3571;0.4678;1.9559
percentual_maior_array;0.9;0.05;1000;merge;1.5961;1.6467;1.6973;0.0386;0.0506;0.2113
percentual_maior_array;0.9;0.05;1000;quick;2.0964;2.1733;2.2502;0.0587;0.0769;0.3216
percentual_maior_array;0.9;0.05;1000;insertion;1.2864;1.3233;1.3602;0.0282;0.0369;0.1547
percentual_maior_array;0.9;0.05;10000;bubble;1.5314;1.6183;1.7052;0.0663;0.0869;0.3631
percentual_maior_array;0.9;0.05;10000;merge;0.1857;0.1940;0.2023;0.0063;0.0083;0.0343
percentual_maior_array;0.9;0.05;10000;quick;0.2890;0.2963;0.3036;0.0056;0.0073;0.0306
percentual_maior_array;0.9;0.05;10000;insertion;0.1786;0.1837;0.1888;0.0039;0.0051;0.0216
